1,1,0.03125,3.619183,4.059262,26.66202,12.67925,11.51844,-27.05063,-35.25901,-7.031013,-2.698504,-0.7476642,7.625158,6.788337,0,0,0,0,0,0,0,0,0,0,0,0,0,1300.064,4.423335,2181494,1.473576,4.69453,-6.183365E-06,0.9259971,0.112245,17.02103,0.1175533
1,1,0.025,3.204179,4.532048,26.11997,27.92221,-0.6061032,-17.94358,-29.63292,-0.4450333,-17.2486,-1.221309,-10.47442,-15.16465,0,0,0,0,0,0,0,0,0,0,0,0,0.007575712,1187.912,4.07235,2368028,2.09515,7.865373,-8.136945E-06,0.8672206,0.09793637,17.03263,0.3042747
1,1,0.01875,3.291299,7.44765,27.38619,16.68436,7.664996,-15.6488,-22.71442,-4.574552,4.79124,-3.322407,2.108406,-6.609652,0,0,0,0,0,0,0,0,0,0,0,0,0.005950356,1212.901,4.540658,2502331,1.586635,4.905845,-3.287461E-06,0.8454285,0.1308239,16.77527,0.4538262
1,1,0.025,3.508347,11.28745,29.84779,6.058853,-10.46337,1.240461,-3.070389,-8.297496,1.197784,-10.67547,-7.530442,-12.55265,0,0,0,0,0,0,0,0,0,0,0,0,0.003610924,1123.389,4.059691,2549878,1.720636,5.413374,-3.167104E-06,0.7707433,0.1290224,16.3949,0.4960257
1,1,0.075,0.265854,16.37326,29.34361,12.22768,-7.88486,-7.630309,-18.53942,-21.65335,-14.14163,-2.2929,-3.081513,-10.61211,0,0,0,0,0,0,0,0,0,0,0,0,0.003382683,1211.522,4.252698,3269116,1.837851,5.444003,-3.835119E-06,0.8590176,0.1599084,16.12165,0.3798832
1,1,0.06875,-0.5709788,15.26448,16.9018,5.619115,-8.793067,-10.58657,-13.50082,6.230551,0.1911722,-9.109075,-8.193879,-4.680083,0,0,0,0,0,0,0,0,0,0,0,0,0.003542725,2152.904,5.495758,5767303,0.8786783,2.349773,-1.812283E-06,1.468109,0.3391055,16.0979,0.3691155
1,1,0.25,-17.08363,10.54958,-30.12569,10.09792,1.350242,-31.77481,-60.11248,14.68307,-2.141106,11.26599,-12.72557,-12.98005,0,0,0,0,0,0,0,0,0,0,0,0,0,6314.686,4.487489,3000527,-2.283789,6.821238,0.00037098,4.456126,0.0662146,17.17853,0.1422844
1,1,0.34375,-19.9585,-8.935851,-39.65203,-7.946188,1.34947,-50.86387,-55.37131,1.007162,-18.65719,-0.5298952,-13.92188,-19.44712,0.1411909,0.05893599,0.0106569,0.002340963,0.005398999,0.0159673,0.203445,0.223467,0.009241635,0.02512185,0.3022232,0.002010243,0.05272182,4123.504,5.470067,5491688,-0.04315346,1.418736,1.340372E-05,2.839788,0.15573,16.93293,0.2965256
1,1,0.29375,-22.0047,7.592119,-28.4169,-4.69822,-0.3679122,-35.18297,-37.58937,12.13641,-11.03887,19.75879,3.115117,-16.12121,0,0,0,0,0,0,0,0,0,0,0,0,0.04699091,5913.087,4.966434,2639128,-1.534584,4.816033,0.0001642327,4.05934,0.1005201,16.36124,0.4350296
1,1,0.2875,-25.76982,-4.581773,-19.28404,-3.907023,2.353364,-26.59558,-29.43229,19.32192,-8.760167,5.646604,-8.281419,-23.67935,0,0,0,0,0,0,0,0,0,0,0,0,0.04108606,5182.354,5.674338,3423083,-0.497526,2.306622,3.363141E-05,3.466524,0.2202999,15.3307,0.4495109
